"PostCode","shortPostcode","Year","PAON","Price"
"LS13 4BG","LS13","2019","F",107000
"BD13 5EG","BD13","2019","S",145000
"LS29 6GA","LS29","2019","F",48000
"LS1 4GN","LS1","2019","F",207000
"LS27 8ZL","LS27","2019","F",148000
"S35 7AF","S35","2019","T",112000
"LS8 2BL","LS8","2019","F",125000
"LS10 1PU","LS10","2019","F",171000
"S35 7AF","S35","2019","T",185500
"LS20 9HZ","LS20","2019","F",97000
"BD20 5RE","BD20","2019","T",287500
"S35 1SY","S35","2019","F",120000
"HX4 9PN","HX4","2019","T",170000
"HX2 6JS","HX2","2019","T",137500
"BD22 0DU","BD22","2019","D",275000
"OX7 5RY","OX7","2019","T",325000
"OX44 9JB","OX44","2019","T",270000
"OX27 8AE","OX27","2019","F",250000
"OX27 8AH","OX27","2019","T",325000
"OX3 9FQ","OX3","2019","F",417500
"LS18 5SR","LS18","2019","F",235000
"WF3 2FH","WF3","2019","F",92000
"LS27 8ZJ","LS27","2019","F",202500
"LS16 9HJ","LS16","2019","F",299000
"LS18 5SR","LS18","2019","F",122500
"LS18 4GS","LS18","2019","F",209950
"HX2 8UH","HX2","2019","T",120000
"LS29 6FZ","LS29","2019","F",243500
"LS18 4GS","LS18","2019","F",226950
"LS29 6GU","LS29","2019","F",359995
"HX3 0RW","HX3","2019","F",194000
"HD9 6FA","HD9","2019","F",1e+05
"OX15 6PY","OX15","2019","O",170000
"LS10 1HF","LS10","2019","F",197000
"BD20 0EH","BD20","2019","F",179000
"HD6 4FR","HD6","2019","F",76500
"LS18 5NJ","LS18","2019","F",100750
"LS6 4NP","LS6","2019","T",161500
"LS12 3NL","LS12","2019","F",34500
"HD7 5FE","HD7","2019","F",179950
"BD13 4AR","BD13","2019","F",49000
"LS27 0NP","LS27","2019","F",179950
"BD17 7NA","BD17","2019","S",185500
"LS18 4GS","LS18","2019","F",235950
"LS18 4GS","LS18","2019","F",224950
"BD15 9JJ","BD15","2019","F",50000
"LS29 0SY","LS29","2019","F",215000
"LS18 4GS","LS18","2019","F",151950
"BD22 9RG","BD22","2019","D",490000
"LS27 8BJ","LS27","2019","F",62000
"HX6 3JX","HX6","2019","T",280000
"LS10 1NW","LS10","2019","F",185000
"LS21 1LQ","LS21","2019","T",250000
"DN11 0PS","DN11","2019","O",6e+05
"WF3 1DU","WF3","2019","D",403000
"LS27 9AL","LS27","2019","T",155000
"WF4 4EG","WF4","2019","O",150000
"HD7 5XA","HD7","2019","S",319000
"S75 1PQ","S75","2019","F",50250
"S66 7AW","S66","2019","O",40000
"DN3 3FE","DN3","2019","O",630000
"S25 2RH","S25","2019","O",610000
"LS8 2JF","LS8","2019","F",212000
"LS27 7WP","LS27","2019","F",112000
"YO7 1ST","YO7","2019","F",79000
"HG3 2RA","HG3","2019","O",520000
"DN11 0YF","DN11","2019","F",65000
"LS8 1EH","LS8","2019","F",96546
"YO8 9LU","YO8","2019","O",232500
"DN7 6PT","DN7","2019","O",125000
"LS13 3JX","LS13","2019","F",33500
"BD20 6PS","BD20","2019","F",97000
"S63 7FN","S63","2019","O",1000
"HD8 0LF","HD8","2019","D",228000
"BD10 8AW","BD10","2019","F",34000
"LS19 7HZ","LS19","2019","F",110000
"HX2 6TW","HX2","2019","F",98000
"LS1 4GQ","LS1","2019","F",180000
"LS17 9LW","LS17","2019","T",429950
"DN6 7EG","DN6","2019","O",6e+05
"S6 6SE","S6","2019","O",505000
"RG8 0RB","RG8","2019","O",260000
"OX3 7SL","OX3","2019","O",260050
"OX44 7PB","OX44","2019","S",350000
"DN10 6NB","DN10","2019","F",199999
"S73 0WF","S73","2019","S",115000
"S36 8YQ","S36","2019","T",120000
"S35 7AT","S35","2019","T",106000
"DN7 5BJ","DN7","2019","D",141000
"S71 5HH","S71","2019","T",205000
"DN4 7NB","DN4","2019","F",117500
"LS20 9NW","LS20","2019","T",470000
"LS17 9JS","LS17","2019","T",345500
"WF4 3JL","WF4","2019","D",225000
"LS29 6DD","LS29","2019","F",138000
"WF11 9JQ","WF11","2019","S",2e+05
"YO19 6DA","YO19","2019","T",175000
"LS19 6JZ","LS19","2019","T",288000
"BD23 5NQ","BD23","2019","F",127499
"YO7 1NJ","YO7","2019","T",230000
"LS10 1PT","LS10","2019","F",190000
"WF17 9LN","WF17","2019","O",216065
"HG4 3FB","HG4","2019","S",248250
"BD24 0FD","BD24","2019","T",267000
"LS21 2HS","LS21","2019","T",475000
"LS27 8QZ","LS27","2019","F",78000
"LS29 6GH","LS29","2019","F",177000
"HD7 5PE","HD7","2019","T",352000
"LS10 4FT","LS10","2019","F",97000
"LS10 4FT","LS10","2019","F",92500
"BD3 7FE","BD3","2019","F",80000
"WF10 2FP","WF10","2019","O",1037673
"HD9 4JA","HD9","2019","O",69950
"LS18 4FA","LS18","2019","F",85275
"LS18 4GS","LS18","2019","F",170000
"HD4 5AD","HD4","2019","F",80000
"LS28 5AS","LS28","2019","F",101000
"BD10 8DF","BD10","2019","F",135000
"LS10 1NG","LS10","2019","F",205000
"BD16 2AJ","BD16","2019","F",48000
"LS10 1NG","LS10","2019","F",134950
"LS10 1NG","LS10","2019","F",195000
"BD16 2AJ","BD16","2019","F",73500
"LS13 1FE","LS13","2019","F",169950
"YO7 1ST","YO7","2019","O",84000
"BD13 3GH","BD13","2019","F",79000
"HD7 5UW","HD7","2019","F",81000
"LS29 6FB","LS29","2019","F",75500
"LS10 1NW","LS10","2019","F",134950
"LS10 1NW","LS10","2019","F",195000
"LS10 3TH","LS10","2019","F",79995
"WF13 4DT","WF13","2019","F",45000
"LS28 5SN","LS28","2019","F",90000
"HD9 4BH","HD9","2019","T",335000
"HX2 7UW","HX2","2019","F",135000
"LS15 7JY","LS15","2019","F",111000
"LS18 4GS","LS18","2019","F",219950
"LS14 3HH","LS14","2019","T",255000
"BD12 9AA","BD12","2019","T",174000
"HD9 3TQ","HD9","2019","F",150000
"HX3 6PG","HX3","2019","F",76500
"HD9 3TQ","HD9","2019","F",155000
"BD12 0HS","BD12","2019","O",365000
"OX3 7BG","OX3","2019","O",14000
"DN11 0PF","DN11","2019","O",92500
"OX44 9AZ","OX44","2019","O",5000
"OX10 9LB","OX10","2019","O",765000
"LS7 4LY","LS7","2019","D",8e+05
"HD6 4JJ","HD6","2019","O",7e+05
